target,split,source_entry,output_path
blueberry,train,블루베리 모음집/20260521_052812188_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052812188_iOS.jpg
blueberry,train,블루베리 모음집/20260521_052812675_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052812675_iOS.jpg
blueberry,train,블루베리 모음집/20260521_052813211_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052813211_iOS.jpg
blueberry,test,블루베리 모음집/20260521_052813764_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_test_images\20260521_052813764_iOS.jpg
blueberry,train,블루베리 모음집/20260521_052814902_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052814902_iOS.jpg
blueberry,train,블루베리 모음집/20260521_052815567_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052815567_iOS.jpg
blueberry,train,블루베리 모음집/20260521_052816087_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052816087_iOS.jpg
blueberry,train,블루베리 모음집/20260521_052816508_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052816508_iOS.jpg
blueberry,train,블루베리 모음집/20260521_052817313_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_jpg\20260521_052817313_iOS.jpg
blueberry,test,블루베리 모음집/20260521_052817738_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\blueberry_test_images\20260521_052817738_iOS.jpg
strawberry,test,딸기 모음집/20260521_020040242_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020040242_iOS.jpg
strawberry,train,딸기 모음집/20260521_020041032_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020041032_iOS.jpg
strawberry,train,딸기 모음집/20260521_020041755_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020041755_iOS.jpg
strawberry,train,딸기 모음집/20260521_020042602_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020042602_iOS.jpg
strawberry,train,딸기 모음집/20260521_020043235_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020043235_iOS.jpg
strawberry,train,딸기 모음집/20260521_020043944_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020043944_iOS.jpg
strawberry,test,딸기 모음집/20260521_020044475_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020044475_iOS.jpg
strawberry,train,딸기 모음집/20260521_020045065_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020045065_iOS.jpg
strawberry,train,딸기 모음집/20260521_020045639_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020045639_iOS.jpg
strawberry,train,딸기 모음집/20260521_020046212_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020046212_iOS.jpg
strawberry,train,딸기 모음집/20260521_020046642_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020046642_iOS.jpg
strawberry,train,딸기 모음집/20260521_020047673_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020047673_iOS.jpg
strawberry,test,딸기 모음집/20260521_020048134_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020048134_iOS.jpg
strawberry,train,딸기 모음집/20260521_020048618_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020048618_iOS.jpg
strawberry,train,딸기 모음집/20260521_020049150_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020049150_iOS.jpg
strawberry,train,딸기 모음집/20260521_020049707_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020049707_iOS.jpg
strawberry,train,딸기 모음집/20260521_020050246_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020050246_iOS.jpg
strawberry,train,딸기 모음집/20260521_020050764_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020050764_iOS.jpg
strawberry,test,딸기 모음집/20260521_020051221_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020051221_iOS.jpg
strawberry,train,딸기 모음집/20260521_020051707_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020051707_iOS.jpg
strawberry,train,딸기 모음집/20260521_020052244_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020052244_iOS.jpg
strawberry,train,딸기 모음집/20260521_020052791_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020052791_iOS.jpg
strawberry,train,딸기 모음집/20260521_020053252_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020053252_iOS.jpg
strawberry,train,딸기 모음집/20260521_020053835_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020053835_iOS.jpg
strawberry,test,딸기 모음집/20260521_020054239_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020054239_iOS.jpg
strawberry,train,딸기 모음집/20260521_020054768_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020054768_iOS.jpg
strawberry,train,딸기 모음집/20260521_020055251_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020055251_iOS.jpg
strawberry,train,딸기 모음집/20260521_020055753_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020055753_iOS.jpg
strawberry,train,딸기 모음집/20260521_020056229_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020056229_iOS.jpg
strawberry,train,딸기 모음집/20260521_020056707_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020056707_iOS.jpg
strawberry,test,딸기 모음집/20260521_020057204_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020057204_iOS.jpg
strawberry,train,딸기 모음집/20260521_020057663_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020057663_iOS.jpg
strawberry,train,딸기 모음집/20260521_020058138_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020058138_iOS.jpg
strawberry,train,딸기 모음집/20260521_020058627_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020058627_iOS.jpg
strawberry,train,딸기 모음집/20260521_020059130_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020059130_iOS.jpg
strawberry,train,딸기 모음집/20260521_020059670_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020059670_iOS.jpg
strawberry,test,딸기 모음집/20260521_020102072_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020102072_iOS.jpg
strawberry,train,딸기 모음집/20260521_020107146_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020107146_iOS.jpg
strawberry,train,딸기 모음집/20260521_020107597_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020107597_iOS.jpg
strawberry,train,딸기 모음집/20260521_020108023_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020108023_iOS.jpg
strawberry,train,딸기 모음집/20260521_020108378_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020108378_iOS.jpg
strawberry,train,딸기 모음집/20260521_020108863_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020108863_iOS.jpg
strawberry,test,딸기 모음집/20260521_020109229_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020109229_iOS.jpg
strawberry,train,딸기 모음집/20260521_020109642_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020109642_iOS.jpg
strawberry,train,딸기 모음집/20260521_020110099_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020110099_iOS.jpg
strawberry,train,딸기 모음집/20260521_020110766_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020110766_iOS.jpg
strawberry,train,딸기 모음집/20260521_020111134_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020111134_iOS.jpg
strawberry,train,딸기 모음집/20260521_020111539_iOS 1.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020111539_iOS 1.jpg
strawberry,test,딸기 모음집/20260521_020111539_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020111539_iOS.jpg
strawberry,train,딸기 모음집/20260521_020111948_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020111948_iOS.jpg
strawberry,train,딸기 모음집/20260521_020112469_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020112469_iOS.jpg
strawberry,train,딸기 모음집/20260521_020112840_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020112840_iOS.jpg
strawberry,train,딸기 모음집/20260521_020113331_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020113331_iOS.jpg
strawberry,train,딸기 모음집/20260521_020113715_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020113715_iOS.jpg
strawberry,test,딸기 모음집/20260521_020114098_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020114098_iOS.jpg
strawberry,train,딸기 모음집/20260521_020114495_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020114495_iOS.jpg
strawberry,train,딸기 모음집/20260521_020114964_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020114964_iOS.jpg
strawberry,train,딸기 모음집/20260521_020115358_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020115358_iOS.jpg
strawberry,train,딸기 모음집/20260521_020118370_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020118370_iOS.jpg
strawberry,train,딸기 모음집/20260521_020119745_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020119745_iOS.jpg
strawberry,test,딸기 모음집/20260521_020152417_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020152417_iOS.jpg
strawberry,train,딸기 모음집/20260521_020153452_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020153452_iOS.jpg
strawberry,train,딸기 모음집/20260521_020154895_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020154895_iOS.jpg
strawberry,train,딸기 모음집/20260521_020156404_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020156404_iOS.jpg
strawberry,train,딸기 모음집/20260521_020200595_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020200595_iOS.jpg
strawberry,train,딸기 모음집/20260521_020202017_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020202017_iOS.jpg
strawberry,test,딸기 모음집/20260521_020202962_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020202962_iOS.jpg
strawberry,train,딸기 모음집/20260521_020203714_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020203714_iOS.jpg
strawberry,train,딸기 모음집/20260521_020204417_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020204417_iOS.jpg
strawberry,train,딸기 모음집/20260521_020205099_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020205099_iOS.jpg
strawberry,train,딸기 모음집/20260521_020205813_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020205813_iOS.jpg
strawberry,train,딸기 모음집/20260521_020218462_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020218462_iOS.jpg
strawberry,test,딸기 모음집/20260521_020219034_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020219034_iOS.jpg
strawberry,train,딸기 모음집/20260521_020219667_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020219667_iOS.jpg
strawberry,train,딸기 모음집/20260521_020220113_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020220113_iOS.jpg
strawberry,train,딸기 모음집/20260521_020220654_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020220654_iOS.jpg
strawberry,train,딸기 모음집/20260521_020221199_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020221199_iOS.jpg
strawberry,train,딸기 모음집/20260521_020221741_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020221741_iOS.jpg
strawberry,train,딸기 모음집/20260521_020222313_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020222313_iOS.jpg
strawberry,test,딸기 모음집/20260521_020223119_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020223119_iOS.jpg
strawberry,train,딸기 모음집/20260521_020223525_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020223525_iOS.jpg
strawberry,train,딸기 모음집/20260521_020224604_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020224604_iOS.jpg
strawberry,train,딸기 모음집/20260521_020225015_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020225015_iOS.jpg
strawberry,train,딸기 모음집/20260521_020225457_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020225457_iOS.jpg
strawberry,train,딸기 모음집/20260521_020225905_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020225905_iOS.jpg
strawberry,test,딸기 모음집/20260521_020226372_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020226372_iOS.jpg
strawberry,train,딸기 모음집/20260521_020228093_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020228093_iOS.jpg
strawberry,train,딸기 모음집/20260521_020228648_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020228648_iOS.jpg
strawberry,train,딸기 모음집/20260521_020229160_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020229160_iOS.jpg
strawberry,train,딸기 모음집/20260521_020229714_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020229714_iOS.jpg
strawberry,train,딸기 모음집/20260521_020230193_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020230193_iOS.jpg
strawberry,test,딸기 모음집/20260521_020230582_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020230582_iOS.jpg
strawberry,train,딸기 모음집/20260521_020231315_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020231315_iOS.jpg
strawberry,train,딸기 모음집/20260521_020231788_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020231788_iOS.jpg
strawberry,train,딸기 모음집/20260521_020232328_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020232328_iOS.jpg
strawberry,train,딸기 모음집/20260521_020232820_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020232820_iOS.jpg
strawberry,train,딸기 모음집/20260521_020233346_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_020233346_iOS.jpg
strawberry,test,딸기 모음집/20260521_020233873_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_020233873_iOS.jpg
strawberry,train,딸기 모음집/20260521_021246595_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021246595_iOS.jpg
strawberry,train,딸기 모음집/20260521_021247090_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021247090_iOS.jpg
strawberry,train,딸기 모음집/20260521_021247773_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021247773_iOS.jpg
strawberry,train,딸기 모음집/20260521_021248312_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021248312_iOS.jpg
strawberry,train,딸기 모음집/20260521_021249038_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021249038_iOS.jpg
strawberry,test,딸기 모음집/20260521_021249829_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_021249829_iOS.jpg
strawberry,train,딸기 모음집/20260521_021250324_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021250324_iOS.jpg
strawberry,train,딸기 모음집/20260521_021316543_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021316543_iOS.jpg
strawberry,train,딸기 모음집/20260521_021317211_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021317211_iOS.jpg
strawberry,train,딸기 모음집/20260521_021318113_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021318113_iOS.jpg
strawberry,train,딸기 모음집/20260521_021318730_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021318730_iOS.jpg
strawberry,test,딸기 모음집/20260521_021319308_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_021319308_iOS.jpg
strawberry,train,딸기 모음집/20260521_021319858_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021319858_iOS.jpg
strawberry,train,딸기 모음집/20260521_021320408_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021320408_iOS.jpg
strawberry,train,딸기 모음집/20260521_021321141_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021321141_iOS.jpg
strawberry,train,딸기 모음집/20260521_021321826_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021321826_iOS.jpg
strawberry,train,딸기 모음집/20260521_021322324_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021322324_iOS.jpg
strawberry,test,딸기 모음집/20260521_021322778_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_021322778_iOS.jpg
strawberry,train,딸기 모음집/20260521_021323233_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021323233_iOS.jpg
strawberry,train,딸기 모음집/20260521_021323819_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021323819_iOS.jpg
strawberry,train,딸기 모음집/20260521_021324422_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021324422_iOS.jpg
strawberry,train,딸기 모음집/20260521_021325180_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021325180_iOS.jpg
strawberry,train,딸기 모음집/20260521_021327694_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021327694_iOS.jpg
strawberry,test,딸기 모음집/20260521_021332541_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_021332541_iOS.jpg
strawberry,train,딸기 모음집/20260521_021335557_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021335557_iOS.jpg
strawberry,train,딸기 모음집/20260521_021336226_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021336226_iOS.jpg
strawberry,train,딸기 모음집/20260521_021336772_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021336772_iOS.jpg
strawberry,train,딸기 모음집/20260521_021337411_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021337411_iOS.jpg
strawberry,train,딸기 모음집/20260521_021338112_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021338112_iOS.jpg
strawberry,test,딸기 모음집/20260521_021338767_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_021338767_iOS.jpg
strawberry,train,딸기 모음집/20260521_021339455_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021339455_iOS.jpg
strawberry,train,딸기 모음집/20260521_021341997_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021341997_iOS.jpg
strawberry,train,딸기 모음집/20260521_021342665_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021342665_iOS.jpg
strawberry,train,딸기 모음집/20260521_021343245_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021343245_iOS.jpg
strawberry,train,딸기 모음집/20260521_021343809_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021343809_iOS.jpg
strawberry,test,딸기 모음집/20260521_021344512_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberry_test_images\20260521_021344512_iOS.jpg
strawberry,train,딸기 모음집/20260521_021345212_iOS.heic,C:\Users\dhtmd\OneDrive\바탕 화면\robotarm\yolo\labeling_tools\strawberries_jpg\20260521_021345212_iOS.jpg
